,Unnamed: 0,tile_id,year,conflict_intensity,crop_change_ha,crop_change_pct
1125,1125,568946_1088825,2022,0.0,-362.46725490197423,-1.0524657102596313
1126,1126,568946_1113825,2022,0.6793435678380286,-1037.2906666666604,-2.9967736759370256
1127,1127,568946_1138825,2022,1.963784580160579,-954.7987450980509,-2.4778060041415806
1128,1128,568946_1163825,2022,5.760475371410023,209.7677647058772,0.7420382516652779
1129,1129,568946_1188825,2022,5.956491190887555,-845.8571764705994,-3.383759815405607
1130,1130,568946_1213825,2022,2.318173550647856,-2920.689176470576,-8.263222989007613
1131,1131,568946_1238825,2022,0.0,-4057.8426274509766,-18.681906552183523
1132,1132,568946_1263825,2022,1.0878201353044896,-3553.8355686274663,-18.01827899573517
1133,1133,568946_1288825,2022,0.1704424528272689,-619.1305098039084,-2.550117522884221
1134,1134,568946_1313825,2022,2.449996460903769,-332.77584313724583,-1.3230716943651855
1135,1135,568946_1338825,2022,8.055499536021111,-1495.315803921556,-6.942275358760419
1136,1136,568946_1363825,2022,7.726712069755322,-1869.9567058823632,-9.047651111353694
1137,1137,568946_1388825,2022,1.2306422859772574,-1154.0574901960936,-4.4761063127774285
1138,1138,568946_1413825,2022,0.0,-1277.426078431381,-3.372206419450685
1139,1139,568946_1438825,2022,0.0,-440.51027450979564,-2.7901796046354677
1140,1140,568946_1463825,2022,0.0,-356.68113725490275,-6.257581591889916
1141,1141,568946_1488825,2022,0.0,-901.3174901960779,-20.221106340773474
1142,1142,568946_1513825,2022,0.0,-471.6500784313703,-6.770578058480936
1143,1143,568946_1538825,2022,0.0,43.07415686274362,0.420243442470869
