,tile_id,year,conflict_intensity
702,518946_1538825,2021,0.0
703,518946_1563825,2021,1.7457240778741654
704,518946_1588825,2021,0.6807202139932743
705,518946_1613825,2021,0.0
706,543946_988825,2021,0.0
707,543946_1013825,2021,0.0
708,543946_1038825,2021,0.0
709,543946_1063825,2021,0.0
710,543946_1088825,2021,0.0
711,543946_1113825,2021,0.42151902253978785
712,543946_1138825,2021,0.6532906983816205
713,543946_1163825,2021,0.7033091507930951
714,543946_1188825,2021,1.7714431148925396
715,543946_1213825,2021,1.2776879256294393
716,543946_1238825,2021,2.7932131264665987
717,543946_1263825,2021,6.195171797035819
718,543946_1288825,2021,13.634269312996341
719,543946_1313825,2021,19.1162653178042
720,543946_1338825,2021,13.456689902581981
721,543946_1363825,2021,8.519290036335356
722,543946_1388825,2021,14.152168157831385
723,543946_1413825,2021,10.312456384150346
724,543946_1438825,2021,9.848646182707018
725,543946_1463825,2021,1.1761561640784928
726,543946_1488825,2021,4.551893299615722
727,543946_1513825,2021,9.000768960228983
728,543946_1538825,2021,7.895813638185157
729,543946_1563825,2021,4.533485881005001
730,543946_1588825,2021,2.3949226816271048
731,543946_1613825,2021,0.5248187332626638
732,543946_1638825,2021,0.0
733,568946_988825,2021,0.0
734,568946_1013825,2021,0.0
735,568946_1038825,2021,0.0
736,568946_1063825,2021,0.0
737,568946_1088825,2021,0.0
738,568946_1113825,2021,13.003161725368079
739,568946_1138825,2021,22.129325670569372
740,568946_1163825,2021,11.159972736113419
741,568946_1188825,2021,26.41027079314945
742,568946_1213825,2021,8.622931877145296
743,568946_1238825,2021,14.40447818695285
744,568946_1263825,2021,4.53993386740601
745,568946_1288825,2021,30.202120904020738
746,568946_1313825,2021,28.943306772669924
747,568946_1338825,2021,8.708809807805174
748,568946_1363825,2021,7.19925422427801
749,568946_1388825,2021,0.7984036669389696
750,568946_1413825,2021,3.107157621344233
751,568946_1438825,2021,3.6858727502911193
752,568946_1463825,2021,0.3811304862028262
753,568946_1488825,2021,0.0
754,568946_1513825,2021,1.1309906079955654
755,568946_1538825,2021,3.625234060614421
756,568946_1563825,2021,0.7044336417149999
757,568946_1588825,2021,0.0
758,568946_1613825,2021,0.0
759,568946_1638825,2021,0.0
760,593946_1038825,2021,0.0
761,593946_1063825,2021,0.0
762,593946_1088825,2021,0.0
763,593946_1113825,2021,12.420557000480263
764,593946_1138825,2021,23.808055849924724
765,593946_1163825,2021,46.10535526260621
766,593946_1188825,2021,10.358973517430783
767,593946_1213825,2021,4.639929868773962
768,593946_1238825,2021,4.766240383137506
769,593946_1263825,2021,3.4786993061592923
770,593946_1288825,2021,1.2827012029711231
771,593946_1313825,2021,0.0
772,593946_1338825,2021,0.0
773,593946_1413825,2021,0.0
774,593946_1438825,2021,0.0
775,593946_1613825,2021,0.0
776,93946_1313825,2022,0.0
777,93946_1338825,2022,0.0
778,93946_1363825,2022,0.0
779,93946_1388825,2022,0.0
780,118946_1313825,2022,0.0
781,118946_1338825,2022,0.0
782,118946_1363825,2022,0.0
783,118946_1388825,2022,0.0
784,118946_1413825,2022,0.0
785,143946_1338825,2022,0.0
786,143946_1363825,2022,0.0
787,143946_1388825,2022,0.0
788,143946_1413825,2022,0.3701641754429697
789,143946_1438825,2022,0.0
790,168946_1313825,2022,0.0
791,168946_1338825,2022,0.0
792,168946_1363825,2022,0.0
793,168946_1388825,2022,0.0
794,168946_1413825,2022,1.1126960944209738
795,168946_1438825,2022,1.3124652797086898
796,168946_1463825,2022,0.7138537060632877
797,168946_1488825,2022,0.0
798,168946_1513825,2022,0.0
799,168946_1538825,2022,0.0
